question,answer,label
한국 자회사가 지불 할 중급 시험의 세금이 1 천만 원을 초과하는 경우,직전 연결사업연도의 제76조의15제4항에 따른 연결법인별 산출세액을 제1항제1호에 따른 계산식의 직전 사업연도에 대한 법인세로서 확정된 산출세액으로 본다.,법인세법
"중간 예비 세금 납부 계산을 위해 세금 납부 방법을 적용하지 않는 회사의 경우, 중간 세금 납부는 연결 세금 방법이 적용되지 않는 첫 번째 업무 연도에 따라 지불됩니다.", 해당 중간예납기간에 대한 법인세를 징수하지 아니한다. ,법인세법
"중간 지불 세의 계산과 관련하여, 납세자 관할 구역의 책임자는 중간 예비 기간 동안 휴가 중단으로 인해 수입 금액이없는 회사에 대해 회사에 대해 확인되면 확인됩니다.",대통령령으로 정하는 바에 따라 납부할 세액의 일부를 납부기한이 지난 날부터 1개월(중소기업의,법인세법
한국 자회사가 지불하는 세금이 지불을 위해 1 천만 원을 초과하는 경우," 장부나 그 밖의 증명서류를 근거로 하여야 한다. 다만, 대통령령으로 정하는 사유로 장부나 그 밖의 증명서류에 의하여 소득금액을 계산할 수 없는 ",법인세법
"결정 및 수정의 경우, 납세자 관할 구역 또는 지방 세무실 책임자는 세금 기반 및 법인세의 과세로 결정되거나 수정됩니다.", 즉시 이를 다시 경정한다. ,법인세법
"결정 및 수정과 관련하여, 납세자 관할권 책임자 또는 지방 세무실 책임자는 세금 기반 및 법인세의 세금 및 세금을 결정하거나 수정 한 후 결정 또는 수정에 오류 또는 누락이 있음을 발견했습니다.", 중간예납세액을 결정하여 「국세징수법」에 따라 징수하여야 한다. ,법인세법
징수 및 환불과 관련하여 납세자 관할 구역의 납세자는 국가 세금 징수 법에 따라 무급 중간 납세자 세금을 징수해야합니다.2, 원천징수의무자에게 그 가산세만 징수한다. ,법인세법
"징수 및 환불의 경우 납세자 관할 구역의 납세자, 징수 할 세금 금액 또는 징수 된 세금 금액이 마감일에 지불되지 않은 경우 원천 징수 명령은 지연없이 원천 징수해야합니다.국가 세금에 대한 프레임 워크 법의 47-5는 법인세로 징수되어야하지만, 납세자가 이미 법인세 금액을 지불 한 경우, 원천 징수하지 않은 납세자는 원천 징수하지 않습니다.", 즉시 당초 환급세액을 경정하여 추가로 환급하거나 과다하게 환급한 세액 상당액을 징수하여야 한다. ,법인세법
"환불 세금 금액을 결정한 후 납세자의 납세자 인 납세자 관할권의 납세자 인 중소기업의 소급 공제에 따른 환불과 관련하여 (이에 대한 ""원래 환불 세""라고 함).세금 금액 또는 세금 기반은 다릅니다", 금융회사 등과 그 내국법인 간에 대리 또는 위임의 관계가 있는 것으로 본다. ,법인세법
"국내 기업의 원천 징수 수를 적용 할 때, 대통령 법령이 규정 한 금융 회사 (주민,이 단락에서 동일) 인수, 거래, 중개 또는 한국 자회사 (거주자 포함.", 국내에서 그 지급을 대리하거나 그 지급권한을 위임받거나 위탁받은 자가 그 소득에 대한 법인세를 원천징수하여야 한다. ,법인세법
"국내 자회사의 원천 징수 수를 적용 할 때, 외국 자회사 또는 유가 증권이 발행 한 (1) 단락 (1)의 각 단락의 수입을 지불 할 때", 경정된 산출세액을 기준으로 가산세를 계산한다. ,법인세법
"성실한 보고서 확인을 제출하지 못한 경우, 제 66 조에 따른 수정으로 인해 계산 금액이 0보다 큰 경우,",가산세를 적용하지 아니한다.,법인세법
"세금이 이행되지 않은 경우 기부금, 준비 및 보관의 추가 세금에 대한 상속세 및 선물 세법 보고서를 제출하거나 부동산의 원장 및 해변 의무를 이행하지 않고 추가 세금이 부과되는 경우그것은 같은 그룹에서 수행되었습니다.",가산세는 부과하지 아니한다.,법인세법
"지불 명세서와 같은 지불 세에도 불구하고, 일일 노동의 소득 또는 소득세 Actif의 164-3 (1) 제 164-3 조의 소득에 제출 된 진술서에도 불구하고1 (1) 항 1 (1) 단락 1 부분은 대통령 법령에 의해 규정 된 비율보다 작다.",그 신탁의 수익자(「신탁법」 제101조에 따라 신탁이 종료되어 신탁재산이 귀속되는 자를 포함한다)는 분배받은 재산가액 및 이익을 한도로 그 부족한 금액에 대하여 제2차 납세의무를 진다.,법인세법
"신탁 재산에 대한 재산세 처분에 따라, 법인세 관리위원회는 법인세 신탁 재산에 기업 세금 신탁 재산의 재산으로 부과되거나 회사가 지불 할 법인 세금 및 의무 징수 수수료를 보장합니다.세금 신탁 재산. 충분하지 않은 경우", 배당으로 본다. ,법인세법
기업 세금 신탁 재산이 신탁 재산에 대한 법인 과세 방법을 적용하기 위해 수혜자에게 혜택을 배포하는 경우,그 사유가 발생한 날이 속하는 사업연도분부터 제5조제2항을 적용하지 아니한다.,법인세법
"기업 세금 신탁 재산이 제 5 (2) 조에 따른 신탁에 해당하지 않는 경우, 신탁 재산에 대한 법인 과세 방법의 적용에 대한 신탁 계약의 변경으로 인해.",「부가가치세법」 제5조제3항에 따른 폐업일을 말한다)에 해산된 것으로 본다.,법인세법
"법인 세금 신탁 재산의 설립 및 해산과 관련하여, 법인 세금 신탁 재산은 제 98 조의 제 98 조까지의 조항에 따라 신탁이 종료되는 날 (신탁 날짜가 신탁 날짜가명확하지 않습니다.","적용하지 아니한다. 다만, 배당을 받은 수익자가 「조세특례제한법」 제100조의15동업기업과세특례를 적용받는 동업기업인 경우로서 그 동업자들에 대하여 같은 법 제100조의18배분받은 배당에 해당하는 소득에 대한 소득세 또는 법인세가 전부 과세되는",법인세법
"이 법에 따른 배당금에 대한 소득세 또는 법인세 또는 법인세 신탁 재산의 수혜자에 대한 특별 세금 제한 법법의 경우, 법인세 신탁 재산에 대한 소득 공제에 대한 배당금을 받았습니다.", 법인과세 신탁재산에 속한 원천징수대상채권등을 매도하는 경우 법인과세 수탁자를 원천징수의무자로 본다. ,법인세법
기업 세금 신탁 재산의 원천 징수 수 73-2 조 신청의 경우, 연결사업연도를 해당 내국법인의 사업연도로 보아 연결납세방식을 적용할 수 있다. ,법인세법
연결 세금 방법 등을 적용하기 위해 2 항을 적용 할 때 대통령 법령이 자율 기업으로 규정 한 요구 사항을 가진 한국 기업의 경우," 출자총액을 말하며, 의결권이 없는 주식등을 포함하되, 「상법」 또는 「자본시장과 금융투자업에 관한 법률」에 따라 보유하고 있는 자기주식을 제외한 주식을 전부 보유하고 있는 ",법인세법
"연결 세금 방법을 적용 할 때 ""전체 통제""는 다른 국내 자회사가 발행 한 발행자 수입니다 (주식 회사가 아닌 회사 인 경우",“취소된 날이 속하는 사업연도”는 “연결납세방식이 적용되지 아니하는 최초의 사업연도”로 본다.,법인세법
연결 세금 방법의 포기를위한 연결 세금 방법의 적용을 포기하는 경우,변경일 이후 중간예납기간 종료일과 사업연도 종료일 중 먼저 도래하는 날부터 1개월 이내에 대통령령으로 정하는 바에 따라 납세지 관할지방국세청장에게 신고하여야 한다.,법인세법
Connection Corporation의 추가와 관련하여 Consolidation Corporation이 변경되었습니다.,토지등 양도소득에 대한 법인세액 및 투자ㆍ상생협력 촉진을 위한 과세특례를 적용하여 계산한 법인세액을 계산한 금액에 합산한 금액을 연결산출세액으로 한다.,법인세법
연결 회사가 연결 계산 세를 위해 토지 조명을 전송하는 경우,토지등 양도소득에 대한 법인세액 및 투자ㆍ상생협력 촉진을 위한 과세특례를 적용하여 계산한 법인세액을 계산한 금액에 합산한 금액을 연결산출세액으로 한다.,
통합 계산 세에 대한 통합 자회사 간의 거래 손실을 조정하지 않고 계산 된 소득으로 대통령 법령에 의해 규정 된 금액이있는 경우.,중간예납세액을 계산한다.,법인세법
연결 업무 연도 전 통합 업무 연도의 통합이 확인되지 않은 경우 또는 연결 업무 연도가 관련 중간 지불 기간의 만료일까지 이전 연결 사업 연도에 의해 확인되지 않은 경우.,"각 연결법인의중간예납세액의 합계액을 연결중간예납세액으로 하고, 제76조의11연결법인이 추가된",법인세법
중간 지불 방법에 대한 연결 세금 방법이 처음으로 적용되는 경우, 그 해산등기일부터 계속등기일까지의 사이에 분배한 잔여재산의 분배액의 총합계액에서 해산등기일 현재의 자기자본의 총액을 공제한 금액을 그 법인의 해산에 의한 청산소득의 금액으로 한다. ,법인세법
"해산에 의한 청산 소득의 계산은 주주들에 의한 잔여 재산의 해산으로 인해 청산의 국내 자회사에 의해 분배되고, 나머지 재산의 일부를 주주에게 분배 한 후, 229, 285, 287-4 조제 519 조 또는 제 610 조에 따른 지속적인 사업 사례"," 그 이월결손금은 그날 현재의 그 법인의 자기자본의 총액에서 그에 상당하는 금액과 상계하여야 한다. 다만, 상계하는 이월결손금의 금액은 자기자본의 총액 중 잉여금의 금액을 초과하지 못하며, 초과하는 이월결손금이 있는 ",법인세법
"해산에 의한 청산 소득의 해산에 의해 청산 소득 금액을 계산할 때, 국내 자회사의 해산 등록일은 대통령 법령에 의해 대통령 법인이 등록일로 규정 된 거짓 돈이다.", 해당 금액을 자본금 또는 출자금에 전입하지 아니한 것으로 보아 같은 항을 적용한다. ,법인세법
"해산에 의한 청산 소득 금액의 계산에 따라 청산 소득 금액을 계산할 때, 해산 날짜가 2 년 이내에 자본 또는 투자로 이전 된 잉여금이 있습니다.", 그 법인의 해당 각 사업연도의 소득금액에 산입한다. ,법인세법
해산에 의한 청산 소득의 해산에 의한 청산 소득이 한국 자회사의 해산에 의해 청산 소득의 양을 계산하여 계산되는 경우,그 초과하는 금액에 제83조를 적용하여 계산한 세액(전에 잔여재산의 일부를 분배함으로써 납부한 법인세액이 있는,법인세법
"나머지 재산의 값 (나머지 재산의 값이 이전에 분배 된 경우)이 해고 일로부터 총 자본금의 총 금액을 초과하는 경우,",신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
"자신감이있는 경우, 대통령 법령에 의해 규정 된 요구 사항을 충족하는 경우 의도적 인 신뢰로",신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
대통령 법령이 발행 한 신뢰할 수있는 신탁의 경우,신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
유한 책임에 대한 신뢰로 대통령 법령에 의해 규정 된 요구 사항을 충족하는 신뢰 신뢰의 경우,신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
"신뢰의 경우, 대통령 법령에 의해 규정 된 요구 사항을 충족하는 경우, 신뢰와 마찬가지로,",신탁재산에 귀속되는 소득에 대하여 신탁계약에 따라 그 신탁의 수탁자[내국법인 또는 「소득세법」에 따른 거주자(이하 “거주자”라 한다)인 경우에 한정한다]가 법인세를 납부할 수 있다. 이 경우 신탁재산별로 각각을 하나의 내국법인으로 본다. ,법인세법
청산 된 내부 자회사의 업무 연도가 프로젝트 시작일로부터 등록일을 계속 등록하지 않는 경우.,사실상의 사업 계속일을 말한다. 이하 같다)까지의 기간  구분에 따른 기간을 각각 1사업연도로 본다. ,법인세법
내부 자회사가 감가 상각 자산을 수동 수수료로받는 데 지출 된 금액을 고려한 경우,해당 사업연도의 소득금액을 계산할 때 감가상각비로 계상한 것으로 보아 상각범위액을 계산한다. ,법인세법
내부 자회사가 감가 상각 자산에 대한 대통령 법령에 의해 규정 된 자본 비용의 금액을 기준으로하는 경우,해당 사업연도의 소득금액을 계산할 때 감가상각비로 계상한 것으로 보아 상각범위액을 계산한다. ,법인세법
승객의 비즈니스 차별의 감가 상각 가치에 해당하는 비용이 1 년 미만인 경우 프로젝트가 1 년 미만인 경우.,800만원에 해당 보유기간 또는 임차기간 월수를 곱하고 이를 사업연도 월수로 나누어 산출한 금액을 말한다)을 초과하는 경우 그 초과하는 금액(이하 이 조에서 “감가상각비 한도초과액”이라 한다)은 해당 사업연도의 손금에 산입하지 아니하고 대통령령으로 정하는 방법에 따라 이월하여 손금에 산입한다. ,법인세법
"비즈니스 승객에 대한 차별에 대한 대통령 결의에 의해 규정 된 감가 상각비 감가 상각비 비용이 적절한 사업에서 8 백만 승리이며, 프로젝트의 일정 기간 동안 수행되거나 임대되는 경우,",800만원에 해당 보유기간 또는 임차기간 월수를 곱하고 이를 사업연도 월수로 나누어 산출한 금액을 말한다)을 초과하는 경우 그 초과하는 금액(이하 이 조에서 “감가상각비 한도초과액”이라 한다)은 해당 사업연도의 손금에 산입하지 아니하고 대통령령으로 정하는 방법에 따라 이월하여 손금에 산입한다. ,법인세법
"합병의 경우 (이하 ""적합한 융합""이라고 함)는 대통령 법령에 의해 규정 된 모든 요구 사항을 다른 기업과 합병하는 유일한 목표로 규정합니다.","가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"합병의 경우 (미래에, ""허용 가능한 합병""이라고 함), 지원 회사의 모든 주식은 합병 등록 날짜가 속한 업무 연도가 끝날 때까지 주식을 보류 할 모든 요구 사항을 가져야한다는 것입니다.","가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
총 합병이 모성 회사의 80/100 이상 또는 80/100 이상인 경우 80/100 이상,"가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",
"합병은 사업을 계속할 것이며, 이는 합병 등록일이 발생할 때 업무 연도가 끝날 때까지 회사의 계약으로 대체되었습니다. 다른 기업과 합병.", 본문의 요건을 갖춘 것으로 본다.  요건을 모두 갖춘 합병(이하 “적격합병”이라 한다)의 ,법인세법
"합병 등록일 1 개월 전, Arcad The Corporation의 대통령 결의안에 의해 규정 된 직원들 중 Mergers Corporation이 상속받은 직원의 비율은 80/100 이상이며, 끝까지 비율을 유지 해야하는 요구 사항 사업 연도의.합병 등록 날짜가 속한 경우.합병의 경우 (이후에 ""적합한 합병""이라고 함)","가액을 피합병법인의 합병등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
내부 기업이 연합 또는 총 승진 주식 수 또는 총 투자 금액을 소유 한 기타 기업 인 경우,적격합병으로 보아 양도손익이 없는 것으로 할 수 있다. ,법인세법
동일한 한국 자회사가 총 증진 주식 수 또는 총 투자 금액을 가진 다양한 기업간에 통합 된 경우,적격합병으로 보아 양도손익이 없는 것으로 할 수 있다. ,법인세법
통일 된 합병 자회사는 3 년 동안 대통령 법령에 의해 규정 된시기의 경우에있다.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제44조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 피합병법인으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면 또는 세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
권리가있는 Merger Corporation은 합병 회사로부터 얻은 주식을 처분 한 이유가 3 년간 대통령이 규정 한 회사의 주주에 의해 야기되는 이유입니다.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제44조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 피합병법인으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면 또는 세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
합병의 합병은 합병을 기록하기 전에 합병 (이 문제에서“직원”이라고 함)이 3 년간 대통령의 판결에 따라 대통령의 결의로 규정 된 합병 (이 문제에서“직원”이라고 함). ..기업 계약의 감소와 합병 회사가 계약의 80/100 이하로 떨어질 때 원인이 발생하는 경우.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제44조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 피합병법인으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면 또는 세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
이 장치 등록일에 5 년 이상 운영 된 한국 자회사가 각 목의 모든 요구 사항을 공유 할 때 마찬가지입니다.,소멸한 분할합병의 상대방법인 및 분할합병의 상대방법인이 분할등기일 현재 1년 이상 사업을 계속하던 내국법인일 것)  요건을 모두 갖춘 분할(이하 “적격분할”이라 한다)의,법인세법
비즈니스를 분리 할 수있는 독립 사업의 분리의 경우,"가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"분할 사업 단위의 자산 및 의무는 포괄적으로 상속 될 것입니다. 또한 채무자를 변경할 수없는 자산 및 부채와 같이 나누기 어려운 자산 및 부채로 대통령 결의의 대통령 명령에 따라 제외됩니다. . 모든 요구 사항을 제시하는 단위의 경우 (이하 ""자격""이라고 함)","가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"분리 등으로 나누어야하는 모든 요구 사항이있는 단위 (이하 ""적합한""이라고 함)의 경우.","가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"단위, 장치의 부서 등과 같은 주주가",분할대가의 100분의 80 이상이 분할신설법인등의 주식인 경우 또는 분할대가의 100분의 80 이상이 분할합병의 상대방 법인의 발행주식총수 또는 출자총액을 소유하고 있는 내국법인의 주식인 경우를 말한다)로서 그 주식이 분할법인등의 주주가 소유하던 주식의 비율에 따라 배정(분할합병의,법인세법
"단위의 경우 (이후에 ""적합한 단위""라고 함), 비즈니스가 끝날 때까지 부서의 회사로 계속 대체 될 사업을 계속할 것입니다. .","가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"등록일 이전의 기간에 나뉘어져있는 비즈니스 부서의 근로자 중에서, 최근 회사가 물려받은 부서의 근로자 비율은 80/100 이상이어야하며 비율은 장치 날짜가 속한 연말까지 유지되어야합니다.모든 요구 사항이있는 단위의 경우 (미래에는 ""자격""이라고합니다)","가액을 분할법인등의 분할등기일 현재의 순자산 장부가액으로 보아 양도손익이 없는 것으로 할 수 있다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
"새로운 회사 등이 3 년간 대통령 법령에 의해 통제되는 경우, 분할 회사에 의해 취소되었습니다.","그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제46조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 분할법인등으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면ㆍ세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
분할 회사와 같은 주주가 새로운 회사 등에있는 경우,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제46조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 분할법인등으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면ㆍ세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
사업 연도의 근로자 수의 80/100 미만으로 3 년 이내에 원인이 발생하는 경우.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제46조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 라 분할법인등으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면ㆍ세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
사업부가 부서로 나뉘어지고 분리 된 군인의 상대적 방법이 각각 80/100 미만으로 분할 될 때 원인이 발생하는 경우.,"그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제46조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 분할법인등으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면ㆍ세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",
"최근 3 년 동안 대통령 법령에 의해 규정 된대로, 각 프로젝트 연도 말 기준으로, 새로운 회사의 직원 수와 분할 부서 및 분할 계약의 감소가 회사 직원의 80/100 미만일 때 이유가 발생하는 경우, 부대 등록 당시 부대의 분리.","그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 양도받은 자산의 장부가액과 제46조의2 시가와의 차액(시가가 장부가액보다 큰 경우만 해당한다. 이하 제4항에서 같다), 승계받은 결손금 중 공제한 금액 등을 대통령령으로 정하는 바에 따라 익금에 산입하고, 제2항에 따라 분할법인등으로부터 승계받아 공제한 감면ㆍ세액공제액 등을 대통령령으로 정하는 바에 따라 해당 사업연도의 법인세에 더하여 납부한 후 해당 사업연도부터 감면ㆍ세액공제를 적용하지 아니한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
합병 또는 분할 된 회사로부터 자본을 늘릴 권리와 같이 대통령 법령에 의해 규정 된 필연적 인 이유가 있다면.,그러하지 아니하다. ,법인세법
업무 연도에는 관련 주식 및 자산의 처분 금액을 고려하여 자금에 삽입해야합니다.,그러하지 아니하다. ,법인세법
새로 생성 된 회사가 부서의 회사에서 프로젝트가 취소 될 때 원인이 발생할 때 3 년의 자본 성장 분야에서 대통령 법령에 의해 규정 된 기간 동안 취소 된 경우.," 손금에 산입한 금액따라 익금에 산입하고 남은 금액을 그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 익금에 산입한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는 ",법인세법
"장치가 3 년 동안 50/100 미만에 포함 된 경우,이 장치는 원인의 원인입니다."," 손금에 산입한 금액따라 익금에 산입하고 남은 금액을 그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 익금에 산입한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는 ",법인세법
"지불로부터 상당한 자본 성장을 포함하는 분할 -기업은 날짜로부터 3 년 이내에 대통령 결의안의 명령에 따라 대통령 (이 문제에서“직원”이라고 함)이 규정 한 직원입니다. 등록.숫자가 사업부 직원의 80/100보다 낮은 경우, 사단이 발생한 날짜 이전에 등록 당시에 나뉘어져있는 경우, 이유가 발생합니다.","손금에 산입한 금액 중 제2항에 따라 익금에 산입하고 남은 금액을 그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 익금에 산입한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는",법인세법
합병 또는 회피 기업에 참여할 권리와 같이 대통령 법령에 의해 규정 된 필연적 인 이유가 있다면.,그러하지 아니하다. ,법인세법
참가자 또는 법률 등과 같은 대통령 법령에 의해 규정 된 필연적 인 이유가있는 경우.,그러하지 아니하다. ,법인세법
지불로부터 자본이 많이 증가한 투자 기업은 투자 기업이 투자 일로부터 3 년 이내에 대통령 법령에 의해 취소 될 때입니다.," 손금에 산입한 금액따라 익금에 산입하고 남은 금액을 그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 익금에 산입한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는 ",법인세법
투자 회사에 Exit Corporation 주식이 장착되어있을 때 원인이 발생하는 경우 전체 투자자로부터 50/100 미만입니다.," 손금에 산입한 금액따라 익금에 산입하고 남은 금액을 그 사유가 발생한 날이 속하는 사업연도의 소득금액을 계산할 때 익금에 산입한다. 다만, 대통령령으로 정하는 부득이한 사유가 있는 ",법인세법
"특별 과세 제한에 관한 법률 또는 법률에 따라 지급 된 주주가 세금 세금을 과세하는 경우, 배당금 주주 등은 세금 혜택으로 세금 면제로 과세되는 회사입니다. 세금에 관한 법률의 세금 혜택.모든 법인세에 세금이 부과되는 경우 제외됩니다.", 적용하지 아니한다. ,법인세법
주주 수 등을 고려하여 대통령 법령에 의해 규정 된 표준에 해당하는 회사의 경우., 적용하지 아니한다. ,법인세법
"“독립을위한 지구”는 대통령 법령에 속하는 지구 동안 빌라의 첨부 된 땅을 의미합니다. 그러나 빌라에 붙어있는 땅의 경계가 명확하지 않다면,",그 건축물 바닥면적의 10배에 해당하는 토지를 부속토지로 본다.  토지를 말한다. ,법인세법
"주식과 같은 주식과 같은 산을 양도 한 결과 소득이 소득 세금의 법률을 준수하고 대통령 법령에 의해 규정 된 주식 (자산의 양도로 인한 소득이라고 불리는 주식 ""))",제60조과세표준 신고를 하지 아니할 수 있다. 이 경우 과세표준 신고를 하지 아니한 자산양도소득은 각 사업연도의 소득금액을 계산할 때 포함하지 아니한다. ,법인세법
산의 양도에 수입이있는 경우 (건물에 붙어있는 물건과 건물 포함) (이하“자산의 양도로 인한 수입”이라고 함),제60조과세표준 신고를 하지 아니할 수 있다. 이 경우 과세표준 신고를 하지 아니한 자산양도소득은 각 사업연도의 소득금액을 계산할 때 포함하지 아니한다. ,법인세법
"산산 자산의 양도 (미래에“자산의 양도로 인한 소득”이라고 함)의 결과로받은 소득의 경우, 소득세에 대한 입법에서 산산 자산의 양도로 인해 발생합니다.",제60조과세표준 신고를 하지 아니할 수 있다. 이 경우 과세표준 신고를 하지 아니한 자산양도소득은 각 사업연도의 소득금액을 계산할 때 포함하지 아니한다. ,법인세법
